0.0	1.0	13.4487205051	3.93788669527
0.0	2.0	13.3434879503	4.43907227467
0.0	3.0	11.9123252048	4.43907227467
0.0	4.0	11.828139161	5.15505167381
0.0	5.0	8.7132555385	4.4152062947
0.0	6.0	8.12395323155	3.46056709585
0.0	7.0	6.31395328877	3.84242277539
0.0	8.0	4.33558125829	7.35072183117
10.0	1.0	12.9351856376	3.93788669527
10.0	2.0	12.8253228504	4.43000320228
10.0	3.0	11.5046542875	4.51353413218
10.0	4.0	11.3823740588	5.21113672674
10.0	5.0	8.36051601476	4.36365577796
10.0	6.0	8.61075903011	3.4156990535
10.0	7.0	6.78539513433	3.68968050357
10.0	8.0	4.5544649723	7.27435069527
20.0	1.0	12.4216507701	3.93788669527
20.0	2.0	12.3073682156	4.42069547009
20.0	3.0	11.096772905	4.58823464949
20.0	4.0	10.9368194217	5.26746043948
20.0	5.0	8.00798695614	4.31210526122
20.0	6.0	9.09735436356	3.37106967095
20.0	7.0	7.25683697989	3.53693823175
20.0	8.0	4.77334868631	7.19797955936
20.0	9.0	15.2423041693	3.6682011216
30.0	1.0	11.9192705534	3.95769545865
30.0	2.0	11.8144589288	4.43358309928
30.0	3.0	10.6891019877	4.662696507
30.0	4.0	10.4910543195	5.32354549241
30.0	5.0	7.65524743241	4.26031608468
30.0	6.0	9.58416016213	3.32620162861
30.0	7.0	7.7467997551	3.4173696721
30.0	8.0	4.95540100613	7.17124966179
30.0	9.0	14.665840234	3.53311967496
40.0	1.0	11.4282554527	3.9975516452
40.0	2.0	11.3596438269	4.47988310042
40.0	3.0	10.2799578145	4.70947382775
40.0	4.0	10.0709659607	5.34597951358
40.0	5.0	7.30061372269	4.18633154677
40.0	6.0	9.99014735859	3.32524698941
40.0	7.0	8.25549392506	3.3312134844
40.0	8.0	5.10083239688	7.19392234276
40.0	9.0	14.0891658337	3.39827688812
50.0	1.0	10.9372403519	4.03740783175
50.0	2.0	10.904828725	4.52618310157
50.0	3.0	9.87081364144	4.7493300143
50.0	4.0	9.66792527576	5.34597951358
50.0	5.0	6.94156024567	4.06008051273
50.0	6.0	10.3759299045	3.335270701
50.0	7.0	8.76418809503	3.2450572967
50.0	8.0	5.24605332253	7.21659502374
50.0	9.0	13.5446925951	3.30973410243
60.0	1.0	10.4674822272	3.99182381001
60.0	2.0	10.4384380421	4.52642176137
60.0	3.0	9.46166946833	4.78918620085
60.0	4.0	9.26488459083	5.34597951358
60.0	5.0	6.58250676865	3.93359081888
60.0	6.0	10.7290903585	3.39947018712
60.0	7.0	9.27267179988	3.15890110901
60.0	8.0	5.39148471328	7.23926770471
60.0	9.0	13.0479949363	3.29064131845
70.0	1.0	10.0194020088	3.86079957996
70.0	2.0	9.94489736003	4.41926351129
70.0	3.0	9.05084157434	4.8297583668
70.0	4.0	8.86184390589	5.34597951358
70.0	5.0	6.22366375674	3.80733978483
70.0	6.0	11.0330019768	3.54552998454
70.0	7.0	9.7782089932	3.04291244635
70.0	8.0	5.54217773177	7.25931512788
70.0	9.0	12.5512972776	3.27154853447
80.0	1.0	9.57132179044	3.73001400972
80.0	2.0	9.45135667795	4.31234392102
80.0	3.0	8.63433112239	4.87462640915
80.0	4.0	8.45880322096	5.34597951358
80.0	5.0	5.83914400145	3.73025266952
80.0	6.0	11.3792170821	3.79469081544
80.0	7.0	10.2833252563	2.92358254649
80.0	8.0	5.70591958706	7.27244141687
80.0	9.0	12.0992182222	3.31426863862
90.0	1.0	9.09356599159	3.59493256308
90.0	2.0	8.94624041485	4.18800216537
90.0	3.0	8.21782067044	4.91925579169
90.0	4.0	8.03176951353	5.39633673132
90.0	5.0	5.45188819974	3.65865472961
90.0	6.0	11.7532135819	4.11282432846
90.0	7.0	10.8339019831	2.86009903977
90.0	8.0	5.86966144235	7.28580636565
90.0	9.0	11.6519798642	3.36414853676
100.0	1.0	8.57140205461	3.45340730185
100.0	2.0	8.42407647787	4.03788515135
100.0	3.0	7.80131021849	4.96412383404
100.0	4.0	7.60178929456	5.45218312445
100.0	5.0	5.06463239803	3.58705678969
100.0	6.0	12.1274205468	4.43119650128
100.0	7.0	11.3895298725	2.80282068783
100.0	8.0	6.03340329764	7.29893265464
100.0	9.0	11.2217891801	3.3314521442
110.0	1.0	8.04902765252	3.31212070042
110.0	2.0	7.90170207578	3.88752947753
110.0	3.0	7.38458930143	5.00875321659
110.0	4.0	7.17201954071	5.50802951759
110.0	5.0	4.67737659632	3.51545884978
110.0	6.0	12.4490112343	4.77916248926
110.0	7.0	11.9192705534	2.76845367668
110.0	8.0	6.13505794558	7.3328223462
110.0	9.0	10.8086461699	3.21665678054
120.0	1.0	7.51928697159	3.23622688411
120.0	2.0	7.38353697588	3.80710112503
120.0	3.0	6.97207768656	5.03786971215
120.0	4.0	6.74203932174	5.56387591072
120.0	5.0	4.29012079461	3.44386090987
120.0	6.0	12.7647088988	5.13046971444
120.0	7.0	12.4104961193	2.76845367668
120.0	8.0	6.21019398972	7.37554245034
120.0	9.0	10.3955031597	3.10162275708
130.0	1.0	6.9859683838	3.18849492417
130.0	2.0	6.86684513175	3.75626658769
130.0	3.0	6.56503816455	5.04312022774
130.0	4.0	6.32089863738	5.61638106666
130.0	5.0	3.91886034123	3.38849183633
130.0	6.0	13.0804065632	5.48177693962
130.0	7.0	12.90151122	2.76845367668
130.0	8.0	6.28533003386	7.41802389469
130.0	9.0	9.87502294363	3.01761450758
140.0	1.0	6.45286026112	3.14076296423
140.0	2.0	6.35036375273	3.70567071015
140.0	3.0	6.15820910764	5.04837074334
140.0	4.0	5.93511609144	5.65623725321
140.0	5.0	3.54949407383	3.3347933814
140.0	6.0	13.3329646948	5.87508828955
140.0	7.0	13.4188344595	2.83933563719
140.0	8.0	6.27943701079	7.46838111243
140.0	9.0	9.3278136586	2.94124337167
150.0	1.0	5.90986027828	3.10973719027
150.0	2.0	5.84209051299	3.67536091559
150.0	3.0	5.75138005074	5.05385991873
150.0	4.0	5.5493335455	5.69609343976
150.0	5.0	3.18012780644	3.28133358626
150.0	6.0	13.4381972496	6.36553417796
150.0	7.0	13.9755146745	3.01642120858
150.0	8.0	6.26428352289	7.51945430957
150.0	9.0	8.81070088425	2.90114852532
160.0	1.0	5.36265099326	3.08587121029
160.0	2.0	5.34644517982	3.67536091559
160.0	3.0	5.34434052872	5.05911043433
160.0	4.0	5.16334053444	5.73571096651
160.0	5.0	2.81076153905	3.22763513132
160.0	6.0	13.5415356184	6.8318754266
160.0	7.0	14.5321948894	3.19350677997
160.0	8.0	6.22703119849	7.56360637252
160.0	9.0	8.3634625263	2.94601656766
170.0	1.0	4.81544170823	3.06200523032
170.0	2.0	4.85079984665	3.67536091559
170.0	3.0	4.96276728497	5.07390734191
170.0	4.0	4.7775579885	5.77556715307
170.0	5.0	2.44139527166	3.17417533619
170.0	6.0	13.6427693361	7.27387337567
